snapshot_id,account_id,snapshot_date,closing_balance
111358,510,2024-07-28,396071.02
130097,589,2024-05-01,484300.86
125620,573,2024-09-10,198429.65
96289,440,2024-06-05,107339.88
116715,533,2025-02-23,465704.79
44582,205,2024-11-17,271460.6
22787,109,2024-12-17,355368.05
140552,633,2024-07-08,306153.99
153941,688,2024-09-17,180501.74
157939,705,2024-11-12,98410.5
95632,437,2025-03-15,336742.69
69262,319,2024-05-16,194928.33
176085,784,2025-01-23,199014.94
77680,355,2025-02-14,425471.79
34321,157,2025-01-26,177095.92
172819,772,2024-04-01,487067.77
4680,27,2025-01-15,47651.52
48098,224,2024-07-02,129731.53
73912,339,2025-02-11,58929.44
115580,526,2025-01-24,103809.12
23189,113,2024-05-14,24531.5
35171,160,2024-12-20,332439.34
53456,248,2024-11-07,263167.04
178283,792,2024-08-02,395170.43
20775,102,2024-08-24,127589.81
163653,727,2025-01-16,525553.14
49458,228,2024-06-22,212269.54
62863,287,2025-03-01,402876.01
68093,310,2025-02-17,351228.62
91673,420,2024-12-16,133449.07
63559,290,2025-03-15,453801.1
166464,741,2024-06-16,74217.8
136080,615,2024-11-13,122914.78
54718,255,2024-10-12,476236.8
74013,340,2024-09-28,366674.6
108086,493,2024-11-05,481694.46
47733,221,2024-10-29,187642.28
92213,423,2025-01-12,248526.22
28273,131,2024-07-18,214138.27
15287,76,2024-06-15,518284.65
23734,114,2025-01-21,12310.85
153810,687,2025-03-20,56981.36
126926,578,2024-04-04,388778.7
32353,147,2024-12-20,18696.09
80928,371,2024-10-28,61760.71
166568,741,2024-09-28,100834.82
15042,75,2024-10-25,244371.71
7413,42,2024-09-15,390272.11
117167,535,2024-02-28,418165.02
151277,679,2025-03-26,161068.24
5039,29,2024-11-23,313483.95
87340,398,2024-11-10,272956.99
71685,329,2024-10-25,441411.1
69948,321,2025-03-02,309576.01
34270,156,2025-03-12,372905.77
101081,460,2025-03-22,490660.95
147742,664,2025-03-27,58942.58
155628,694,2024-03-06,63221.37
126056,575,2024-08-24,417615.08
96939,443,2024-12-19,226975.97
64262,295,2024-02-27,489872.42
68456,312,2025-03-10,193255.38
137740,621,2024-11-05,241526.78
72130,330,2025-03-10,308891.83
63761,292,2025-01-18,448026.28
6528,36,2025-02-18,307819.98
155469,693,2024-12-12,78564.05
142919,643,2024-11-07,312241.08
17707,86,2025-02-04,388954.3
28367,131,2024-10-20,201601.04
11821,59,2024-05-11,287382.86
164691,732,2024-12-11,213879.46
168960,752,2025-01-13,444379.25
65990,302,2024-07-07,285391.14
98144,449,2025-02-23,408224.54
134336,605,2025-02-10,496307.89
72306,332,2024-08-11,282077.16
85768,393,2024-10-11,450108.67
56096,262,2024-06-18,259890.65
82685,379,2024-10-25,360940.91
115164,523,2025-01-13,201484.16
103805,474,2024-03-12,172571.93
120430,548,2024-08-18,299004.27
134431,606,2024-07-15,389321.5
89594,408,2025-01-21,380888.95
14344,72,2025-02-22,300344.0
67277,306,2025-03-25,101844.31
33921,155,2024-08-27,397352.42
14515,74,2024-03-18,154118.44
142278,639,2024-11-30,397503.71
12711,63,2025-01-08,129841.31
54436,254,2025-02-05,279955.23
165626,736,2024-05-10,247735.46
156376,695,2025-02-13,55716.7
45405,209,2025-03-16,227737.47
115363,525,2024-09-03,38594.62
40968,187,2025-03-27,479848.77
97268,445,2024-12-02,182170.54
157020,698,2025-03-31,216177.67
36165,166,2024-03-20,479062.09
77837,357,2024-10-18,140300.02
100954,460,2024-11-15,464453.45
178335,792,2024-09-23,395158.15
127494,579,2025-02-25,46616.76
131525,593,2025-02-01,80873.98
52448,244,2024-10-23,168442.33
14521,74,2024-03-24,161449.52
115877,529,2024-11-28,279101.09
164732,732,2025-01-21,201991.09
7137,40,2024-07-16,58958.21
104813,478,2024-08-07,378856.55
92923,427,2024-09-07,308561.36
128137,581,2025-01-21,50679.77
54266,254,2024-08-19,270853.47
77728,356,2025-01-19,405338.42
166445,741,2024-05-28,77539.91
73071,336,2025-02-06,492064.19
115583,526,2025-01-27,109692.52
47959,223,2025-02-03,47193.22
238,2,2024-06-01,221209.15
3796,24,2024-09-10,373505.89
127180,578,2024-12-14,399927.36
15816,78,2025-01-04,168764.88
94368,433,2025-03-25,27699.63
41792,191,2024-11-05,114519.72
140760,633,2025-02-01,319331.92
67834,310,2024-06-03,387879.12
26332,125,2024-05-22,342863.61
70982,326,2025-02-10,87297.91
115689,527,2024-12-20,311461.81
128780,585,2024-07-09,430956.22
35427,161,2025-03-03,432445.0
126562,577,2024-05-20,494697.66
99714,455,2024-02-22,147251.9
41892,191,2025-02-13,79896.1
57768,267,2025-01-24,177755.68
153865,688,2024-07-03,163746.47
66001,302,2024-07-18,280717.02
169847,759,2024-08-20,244886.17
128376,583,2024-08-20,34199.83
47766,221,2024-12-01,178793.87
107105,489,2025-01-21,255084.54
60114,277,2024-10-12,318213.68
78512,362,2024-08-15,343330.45
146641,660,2025-01-07,213017.4
49264,227,2025-01-14,30006.54
85501,392,2025-02-02,410521.52
161976,722,2024-11-29,358240.13
154187,689,2024-12-21,434481.74
105714,481,2025-02-10,107945.24
107087,489,2025-01-03,251393.77
117338,535,2024-08-17,385172.63
116828,534,2024-06-24,116402.24
136907,618,2025-01-22,133357.48
105918,483,2025-03-28,129542.36
109186,500,2025-01-14,6509.86
127359,579,2024-10-13,51289.22
143821,646,2025-03-02,248631.57
89004,406,2024-12-09,259575.38
124654,567,2024-12-30,354590.5
166671,741,2025-01-09,87626.93
93176,428,2025-02-17,399555.8
92850,427,2024-06-26,313769.46
107332,491,2024-09-21,45499.07
139963,630,2024-09-20,86394.56
122229,554,2025-01-25,392695.2
8961,47,2024-09-15,227618.27
135937,612,2025-03-03,106898.04
153770,687,2025-02-08,68897.76
150687,677,2024-12-25,180087.51
170824,764,2024-12-08,160232.61
134225,605,2024-10-22,495513.27
161513,720,2025-02-24,42561.2
37770,173,2025-02-01,304867.32
103111,471,2024-10-25,90896.77
116648,533,2024-12-18,476901.07
175755,784,2024-02-28,142845.22
162360,724,2024-10-18,383793.46
71365,328,2024-08-17,459734.76
163627,727,2024-12-21,525303.64
127754,580,2025-01-28,418676.36
41469,190,2024-12-08,170836.6
12073,59,2025-01-18,271274.84
2496,16,2024-08-02,425113.44
167788,745,2025-02-22,342624.59
23468,113,2025-02-17,67557.02
36933,169,2025-01-24,271392.16
95163,436,2024-12-02,98275.76
4692,27,2025-01-27,39811.09
49285,227,2025-02-04,23845.18
170082,760,2024-09-20,394703.05
38151,174,2025-03-31,166296.65
151068,679,2024-08-29,180909.91
2155,14,2024-06-29,242586.01
70368,323,2025-01-19,50555.1
35204,160,2025-01-22,309720.44
157808,705,2024-07-04,121553.09
45256,208,2025-02-19,123823.6
140411,632,2025-03-10,345080.72
155748,694,2024-07-04,20925.94
157245,701,2025-01-21,219122.18
176637,786,2025-02-27,453846.58
155613,694,2024-02-20,72775.39
73841,338,2025-03-27,229726.38
31505,145,2025-01-30,372579.45
80362,369,2025-01-27,228951.87
47371,218,2024-12-02,161790.84
156362,695,2025-01-30,47811.99
102729,469,2025-03-08,254561.71
15393,76,2024-09-29,482613.93
155180,692,2025-01-02,421562.85
27812,129,2025-02-24,395200.14
112764,514,2025-03-16,94035.0
9340,48,2024-12-17,456427.36
84749,389,2024-03-19,124053.61
25415,122,2024-08-22,381596.53
126262,575,2025-03-18,442097.08
18627,91,2024-08-10,245693.44
12825,64,2025-01-06,302630.6
86216,394,2024-10-27,105109.87
130170,589,2024-07-13,476399.53
143981,649,2024-06-22,250642.5
54762,255,2024-11-25,491544.38
83359,383,2024-11-12,498271.6
59815,276,2024-12-17,133206.7
60538,279,2024-08-21,307710.38
119578,544,2024-07-24,194514.58
60284,277,2025-03-31,315774.07
11118,56,2024-10-06,138567.27
91712,420,2025-01-24,119186.11
106416,487,2024-08-01,166406.4
122614,556,2024-11-02,314737.89
29787,138,2024-12-04,380123.59
142226,639,2024-10-09,400229.04
84114,385,2025-03-11,369651.0
176526,786,2024-11-08,441000.09
83160,382,2024-12-30,244157.06
40789,187,2024-09-29,447256.59
179525,799,2024-07-31,465005.12
61026,282,2024-05-29,325298.65
172009,767,2025-01-08,496835.14
52595,244,2025-03-19,187429.34
148835,668,2024-10-26,307627.59
103486,472,2024-11-23,70302.88
165754,736,2024-09-15,256727.75
25255,122,2024-03-15,390819.99
123528,562,2025-03-20,435011.02
164403,731,2025-03-02,116372.1
79182,366,2024-06-13,122062.28
41214,189,2024-11-17,236839.99
170398,762,2025-02-05,252479.32
123980,566,2024-03-01,12783.25
19402,97,2024-08-11,457629.71
110119,505,2025-01-27,105857.92
114203,520,2024-08-31,473019.24
99788,455,2024-05-06,145659.27
28851,133,2024-11-01,157736.31
177463,789,2025-03-27,471141.77
173835,775,2024-07-05,260792.39
157989,705,2025-01-01,93606.18
20513,101,2024-09-24,252199.95
25088,120,2024-10-28,478834.27
97027,443,2025-03-17,208677.72
16791,82,2024-12-15,159872.74
5298,30,2025-02-06,212256.86
171668,766,2025-03-02,69055.64
139573,628,2025-03-29,339194.7
129010,585,2025-02-24,461887.29
123390,561,2024-11-23,13481.1
43588,200,2025-03-27,197517.45
108466,494,2025-03-15,443054.03
92112,422,2025-02-21,337189.46
104829,478,2024-08-23,364426.62
21656,106,2024-07-08,137004.92
2684,16,2025-02-06,433293.58
7634,43,2024-05-19,76805.72
31141,143,2024-11-22,184781.99
123751,563,2024-12-31,252237.74
77223,353,2024-12-30,316064.36
13362,67,2025-01-28,444171.11
2137,14,2024-06-11,248499.64
60056,277,2024-08-15,330506.09
48027,224,2024-04-22,114869.13
57198,266,2024-07-09,222311.55
150175,676,2024-08-26,382652.17
178957,796,2025-03-31,421396.33
65152,299,2024-06-25,126763.97
103373,472,2024-08-02,78580.39
175867,784,2024-06-19,170162.57
68932,317,2025-01-13,275789.52
97930,448,2025-01-12,319748.42
107547,492,2024-04-17,261977.26
137455,620,2025-01-15,176395.26
71049,327,2024-09-05,129246.53
23138,113,2024-03-24,19200.64
140409,632,2025-03-08,343627.97
49541,228,2024-09-13,224393.48
151310,680,2024-10-25,457135.11
119882,545,2025-03-25,23501.43
26481,125,2024-10-18,350907.97
137536,621,2024-04-15,234692.36
124308,566,2025-01-23,35851.73
163246,726,2025-01-24,286370.0
138004,622,2024-05-27,119871.32
74880,343,2025-03-29,238860.96
162911,726,2024-02-24,280632.91
54536,255,2024-04-13,449290.79
96053,439,2024-12-28,222021.66
57649,267,2024-09-27,165362.89
103605,472,2025-03-22,48656.57
146367,659,2024-10-18,82989.7
168446,749,2024-10-17,91729.55
56288,262,2024-12-27,266090.59
86736,396,2024-07-20,309293.37
46802,215,2025-03-28,252647.21
174238,777,2024-06-17,19767.18
89241,407,2025-02-21,390924.54
50491,235,2024-06-03,432747.01
23330,113,2024-10-02,29781.66
74016,340,2024-10-01,364157.12
5762,32,2025-03-29,271943.77
3021,18,2024-05-25,161057.76
133578,604,2024-03-06,133761.51
39145,180,2024-03-31,88335.65
105494,481,2024-07-05,104543.84
17721,86,2025-02-18,393888.93
104761,478,2024-06-16,384918.54
116549,532,2025-03-24,402103.46
125025,570,2025-02-28,326762.06
81504,373,2024-06-20,70249.15
2241,14,2024-09-23,245810.47
71281,328,2024-05-25,463069.59
2159,14,2024-07-03,242530.75
18337,90,2024-11-16,103427.33
162567,725,2024-05-11,504039.7
82241,375,2024-11-22,172104.92
19041,93,2024-09-12,302972.11
140412,632,2025-03-11,342846.1
12285,60,2024-09-01,381952.03
82957,381,2024-11-02,292772.45
50197,234,2024-07-22,405085.87
98326,450,2025-01-14,374902.65
111637,511,2024-05-31,342403.67
168393,749,2024-08-25,90753.42
6257,35,2024-09-02,290346.61
23784,114,2025-03-12,4527.1
96559,440,2025-03-02,63638.29
165434,735,2024-11-27,462703.82
114304,520,2024-12-10,458375.43
2110,14,2024-05-15,247835.97
61880,284,2024-12-05,383961.6
167099,742,2025-01-01,385250.07
68617,314,2025-02-24,13981.79
149868,675,2024-11-22,393463.55
33079,150,2024-07-17,373248.42
25306,122,2024-05-05,402343.91
163159,726,2024-10-29,300530.45
47951,223,2025-01-26,54873.11
42211,192,2025-03-16,198148.52
11457,58,2024-05-29,23414.6
161151,717,2025-03-24,189155.97
7420,42,2024-09-22,391328.44
116209,531,2024-05-28,23930.37
23083,112,2025-02-18,45555.26
131676,594,2024-12-10,404532.96
103414,472,2024-09-12,66471.01
36998,169,2025-03-30,249587.75
10766,54,2025-03-17,10275.96
85463,392,2024-12-26,409539.41
98189,450,2024-08-30,375845.46
6638,37,2024-07-14,368.52
89927,411,2025-01-21,154408.06
128556,583,2025-02-16,58681.09
88811,405,2025-03-27,44424.88
109494,502,2024-07-31,344741.97
112199,512,2025-01-18,469366.15
79168,366,2024-05-30,112535.47
3480,20,2025-02-20,197350.82
64896,297,2024-10-31,199487.95
85774,393,2024-10-17,452113.0
6153,34,2025-01-23,200893.35
582,3,2024-06-13,40831.04
8223,44,2025-02-16,131180.7
44564,205,2024-10-30,269481.57
61464,283,2024-05-19,453505.8
140235,631,2025-01-11,419210.16
67136,306,2024-11-04,119224.23
143740,646,2024-12-11,273360.56
38387,176,2025-03-17,133327.44
43925,202,2024-10-19,234878.47
110837,508,2024-07-09,89736.18
178381,792,2024-11-08,395663.06
16585,81,2024-11-18,161688.29
139656,629,2025-02-04,323608.54
47227,217,2024-12-06,144925.8
75783,349,2024-03-31,375608.74
169700,758,2024-11-18,391534.82
74429,341,2024-11-03,361031.15
92456,425,2024-10-14,224410.0
161480,720,2025-01-22,52105.72
58190,268,2025-01-12,315104.53
163893,729,2024-06-11,59424.5
85046,389,2025-01-10,107440.74
90098,412,2025-01-20,405677.29
91421,419,2024-10-03,461871.21
45367,209,2025-02-06,221288.8
77974,357,2025-03-04,160245.3
146805,661,2024-06-03,229873.22
13552,68,2025-03-19,70979.2
27186,127,2024-08-28,402383.1
156949,698,2025-01-19,213319.62
54751,255,2024-11-14,489620.09
74099,340,2024-12-23,360767.5
127645,580,2024-10-11,434735.32
135792,612,2024-10-09,117491.53
96770,442,2025-02-25,402506.77
66184,302,2025-01-17,293505.05
5395,31,2024-07-11,414441.57
75385,348,2024-05-24,356400.15
51622,240,2024-10-19,15772.49
131323,593,2024-07-14,35777.31
27918,130,2024-06-05,422770.97
116011,530,2025-01-11,195452.73
95085,435,2025-02-22,490876.12
24610,117,2025-03-30,291918.0
63597,291,2024-10-30,918.11
82252,375,2024-12-03,185948.75
117495,535,2025-01-21,428982.1
89213,407,2025-01-24,375754.34
174001,775,2024-12-18,262819.7
118321,538,2025-01-13,415561.1
64677,296,2024-12-11,453765.48
93097,427,2025-02-28,315188.1
138241,622,2025-01-19,117505.63
153377,686,2024-09-13,185041.08
144757,651,2025-01-31,374570.13
95153,436,2024-11-22,91191.5
154635,691,2024-07-01,143327.8
175469,781,2024-10-17,799.2
95035,435,2025-01-03,479856.59
29760,138,2024-11-07,378101.86
13533,68,2025-02-28,62666.37
154434,690,2025-01-25,118862.04
53749,249,2024-12-30,308325.51
167955,747,2024-11-19,213477.71
59298,273,2025-03-23,29072.21
121408,552,2024-05-27,151552.43
157056,699,2024-12-08,14987.38
85585,393,2024-04-11,465420.77
134434,606,2024-07-18,384000.76
178474,792,2025-02-09,432172.86
76664,351,2024-11-07,149999.97
74123,340,2025-01-16,374978.87
32124,147,2024-05-05,6954.77
56078,262,2024-05-31,267631.65
90181,414,2024-10-30,310004.56
149690,674,2025-02-27,242438.62
9650,50,2024-09-30,148848.2
120439,548,2024-08-27,300638.8
174043,775,2025-01-29,279341.68
106044,484,2025-01-15,225140.57
95844,438,2024-10-18,24460.21
72762,334,2024-11-30,259432.58
100534,459,2024-11-12,211054.82
93671,431,2024-10-29,367278.04
46718,215,2025-01-03,267941.65
66766,305,2024-07-15,291063.41
64437,295,2024-08-20,503001.55
145602,654,2024-12-29,472482.41
111816,511,2024-11-26,327403.52
178571,793,2024-11-22,215452.86
126740,577,2024-11-14,523617.64
7696,43,2024-07-20,68683.64
145395,654,2024-06-05,473514.33
7155,40,2024-08-03,50797.68
140992,636,2024-04-29,447971.59
57286,266,2024-10-05,213913.99
76279,350,2024-11-25,144225.1
106842,488,2024-09-28,136066.38
139589,629,2024-11-29,312385.88
153627,687,2024-09-18,6565.09
127686,580,2024-11-21,433933.88
148953,668,2025-02-21,323897.59
30496,140,2025-02-02,69560.82
60458,279,2024-06-02,313168.83
72329,332,2024-09-03,285758.38
38418,177,2024-10-20,225493.04
123887,565,2025-01-29,145760.84
29980,139,2024-05-17,138652.95
87926,401,2024-11-11,482312.35
89229,407,2025-02-09,378062.55
23481,113,2025-03-02,76114.22
98451,451,2024-03-12,464260.86
169336,755,2025-02-24,142924.72
88015,401,2025-02-08,459766.47
111132,509,2025-01-28,94847.66
23147,113,2024-04-02,19479.55
176817,787,2024-06-30,71524.76
139331,628,2024-07-30,335984.44
68574,314,2025-01-12,0.0
69653,320,2024-09-04,531737.96
38054,174,2024-12-24,191277.56
114609,521,2025-02-12,243716.69
107734,492,2024-10-21,292734.61
31440,145,2024-11-26,360260.94
104864,478,2024-09-27,369460.62
51642,240,2024-11-08,25367.56
154912,692,2024-04-09,404234.54
62179,285,2025-03-09,81649.5
132135,595,2025-02-06,433060.18
148788,668,2024-09-09,339047.01
168410,749,2024-09-11,90796.15
30396,140,2024-10-25,67807.44
92897,427,2024-08-12,319481.88
159103,709,2025-02-15,484038.31
112125,512,2024-11-05,481097.49
76303,350,2024-12-19,171589.85
80288,369,2024-11-14,250098.9
6596,37,2024-06-02,12498.33
68134,310,2025-03-30,334009.17
74589,342,2024-09-23,152405.76
155568,693,2025-03-21,103434.99
165779,736,2024-10-10,259888.64
47807,221,2025-01-11,172077.45
167911,747,2024-10-06,216173.06
117446,535,2024-12-03,401436.35
126242,575,2025-02-26,429317.85
139039,627,2025-01-03,246658.61
168422,749,2024-09-23,75304.44
175503,781,2024-11-20,3132.13
90324,414,2025-03-22,367416.71
97588,446,2024-09-08,322652.59
29799,138,2024-12-16,378616.24
167102,742,2025-01-04,383941.7
61705,283,2025-01-15,444559.53
17495,86,2024-07-07,320296.04
173284,774,2024-01-29,433936.77
103001,470,2025-02-13,49445.94
178890,796,2025-01-23,424691.61
111064,508,2025-02-21,24824.03
81332,372,2025-01-16,542859.87
99982,455,2024-11-16,111611.57
150152,676,2024-08-03,389703.44
177177,788,2024-09-26,485921.43
4145,25,2024-10-18,151186.1
152922,685,2024-04-25,396856.78
24505,117,2024-12-15,277618.85
155704,694,2024-05-21,36311.4
144399,651,2024-02-08,352513.55
126573,577,2024-05-31,497542.17
14750,74,2024-11-08,165194.11
113461,518,2024-11-01,406105.97
55167,257,2024-12-31,20065.37
10875,55,2024-12-07,271739.78
27317,127,2025-01-06,398687.34
23735,114,2025-01-22,14438.76
148834,668,2024-10-25,308385.65
51571,240,2024-08-29,0.0
112907,517,2024-02-08,12808.89
106067,484,2025-02-07,227572.27
9165,48,2024-06-25,501469.88
31496,145,2025-01-21,371749.46
22067,107,2024-07-18,19120.63
172459,769,2025-01-27,263291.05
81643,373,2024-11-06,56953.39
85423,391,2025-03-16,318191.86
51368,239,2024-11-13,365362.45
139521,628,2025-02-05,335319.35
133757,604,2024-09-01,176980.0
44960,208,2024-04-29,97882.28
134365,605,2025-03-11,493522.05
151863,681,2025-02-02,115596.08
6246,35,2024-08-22,287741.73
63223,290,2024-04-13,487118.07
12639,63,2024-10-28,120934.64
144108,649,2024-10-27,239383.5
91759,420,2025-03-12,101587.19
67120,306,2024-10-19,128273.35
29600,137,2025-03-24,76154.27
121950,554,2024-04-21,424055.0
28529,131,2025-03-31,198705.55
151829,681,2024-12-30,107438.73
139052,627,2025-01-16,251057.79
125725,573,2024-12-24,194309.66
61220,282,2024-12-09,387430.09
10241,52,2024-11-22,231022.64
179850,800,2024-06-06,79573.26
179920,800,2024-08-15,98391.83
9949,51,2025-02-06,100311.14
81739,373,2025-02-10,80789.58
132396,597,2024-06-24,463771.85
14840,74,2025-02-06,166625.64
122620,556,2024-11-08,318522.5
136343,616,2024-06-10,479287.42
57562,267,2024-07-02,154292.37
151126,679,2024-10-26,186631.33
6730,37,2024-10-14,14790.23
103770,473,2025-03-10,353574.2
21315,103,2024-12-17,468899.99
5176,30,2024-10-07,201269.97
98242,450,2024-10-22,373004.51
150778,677,2025-03-26,151845.68
4069,25,2024-08-03,143500.4
46352,213,2025-03-27,424450.6
116281,531,2024-08-08,34592.73
61165,282,2024-10-15,340887.53
62921,288,2025-01-23,480965.79
113375,518,2024-08-07,408116.9
158937,708,2024-12-21,34387.49
173684,774,2025-03-04,403779.63
112010,512,2024-07-13,484645.75
140,1,2025-03-28,248704.91
132545,597,2024-11-20,394914.02
60809,280,2025-03-11,127605.49
42758,196,2025-01-31,272349.35
23553,114,2024-07-24,22626.66
62453,286,2024-12-14,159140.42
167011,742,2024-10-05,373388.27
34138,156,2024-10-31,394006.13
21352,103,2025-01-23,464853.59
122128,554,2024-10-16,412306.99
134194,605,2024-09-21,484372.58
126369,576,2024-10-27,50608.06
97851,447,2025-03-13,293619.59
8107,44,2024-10-23,139085.18
170110,760,2024-10-18,402644.69
9775,50,2025-02-02,129383.08
165020,733,2024-09-15,435669.79
1820,13,2024-08-02,371735.38
70242,322,2025-02-16,36519.58
117347,535,2024-08-26,391097.88
26449,125,2024-09-16,331535.23
53087,246,2025-01-28,169437.02
150698,677,2025-01-05,183191.9
173144,772,2025-02-20,522964.47
121863,553,2025-01-04,344219.08
143230,644,2024-07-27,52250.66
42186,192,2025-02-19,189488.08
6007,33,2025-02-25,34325.49
20887,102,2024-12-14,107668.07
52524,244,2025-01-07,197964.53
19709,98,2024-11-05,216244.4
168616,750,2024-10-24,419924.25
178413,792,2024-12-10,403183.59
72876,334,2025-03-24,284405.47
180025,800,2024-11-28,96419.23
86280,394,2024-12-30,95051.11
89114,406,2025-03-29,265639.18
164947,733,2024-07-04,448371.08
73897,339,2025-01-27,57288.73
142910,643,2024-10-29,309658.43
77024,352,2025-02-21,137063.21
132987,599,2024-07-10,135595.23
26517,125,2024-11-23,369057.21
168105,748,2024-10-31,465968.67
142626,640,2024-12-22,405990.22
159757,714,2024-03-11,431864.61
119571,544,2024-07-17,197458.4
32961,150,2024-03-21,357314.68
49442,228,2024-06-06,216616.82
164500,732,2024-06-03,218269.0
65368,299,2025-01-27,141005.95
60238,277,2025-02-13,325229.84
45142,208,2024-10-28,123684.74
32743,149,2024-11-04,367110.22
103966,474,2024-08-20,193995.67
168082,747,2025-03-26,217375.82
166921,742,2024-07-07,367602.77
25078,120,2024-10-18,471823.93
67912,310,2024-08-20,363231.41
106218,486,2024-09-30,32007.67
179954,800,2024-09-18,76633.48
27897,130,2024-05-15,429831.2
142465,640,2024-07-14,443387.97
31254,143,2025-03-15,210687.94
103144,471,2024-11-27,89507.23
101698,464,2024-06-29,142908.89
119020,541,2025-03-23,294565.9
72628,334,2024-07-19,243237.85
54961,257,2024-06-08,76673.15
117999,537,2025-02-09,55423.83
150297,676,2024-12-26,357134.42
13981,69,2025-03-09,344423.51
86343,394,2025-03-03,109233.32
11732,58,2025-02-28,70710.38
110477,507,2024-06-10,171320.66
120190,547,2025-02-21,494626.17
119669,544,2024-10-23,183552.29
14346,72,2025-02-24,297420.49
86749,396,2024-08-02,318324.33
75735,349,2024-02-12,360380.62
95623,437,2025-03-06,335568.86
114582,521,2025-01-16,248881.66
28598,132,2024-10-06,148402.48
123104,558,2025-02-14,118377.97
119277,543,2024-11-23,14197.87
20922,102,2025-01-18,95552.29
178653,793,2025-02-12,231134.55
10505,53,2024-09-15,48152.75
8892,47,2024-07-08,233977.83
9762,50,2025-01-20,139946.17
129973,588,2024-12-24,71684.57
80573,370,2024-10-30,724.35
142442,640,2024-06-21,447634.52
35799,164,2025-01-31,410842.85
178878,796,2025-01-11,434332.14
143755,646,2024-12-26,259156.13
40908,187,2025-01-26,483402.54
84366,386,2025-01-04,160171.63
164974,733,2024-07-31,437272.62
8498,45,2025-03-11,233683.27
62270,286,2024-06-14,130921.49
15597,77,2024-11-23,15878.22
30690,141,2024-09-29,497833.75
39012,179,2025-02-07,389152.65
55952,261,2025-02-01,195477.95
46625,215,2024-10-02,294952.12
81544,373,2024-07-30,67443.17
76066,349,2025-01-08,425115.08
108714,497,2024-07-22,49288.82
138530,623,2024-10-14,378655.49
177096,788,2024-07-07,484150.48
33870,155,2024-07-07,393717.52
24807,120,2024-01-21,488384.48
48483,225,2024-05-18,303689.5
117910,537,2024-11-12,87179.26
118883,541,2024-11-06,279128.12
74594,342,2024-09-28,154483.93
169801,758,2025-02-27,390276.04
5605,31,2025-02-06,404648.57
128331,583,2024-07-06,41971.02
170448,762,2025-03-27,261745.15
172083,767,2025-03-23,497494.2
31240,143,2025-03-01,205194.31
97872,448,2024-11-15,316909.82
142971,643,2024-12-29,306092.64
122217,554,2025-01-13,403417.85
81488,373,2024-06-04,76042.59
155402,693,2024-10-06,56910.27
121024,550,2024-12-05,331801.09
55752,260,2025-03-25,262108.05
63534,290,2025-02-18,449169.42
91969,422,2024-10-01,324253.78
103004,470,2025-02-16,48113.01
69587,320,2024-06-30,497483.04
163621,727,2024-12-15,528736.75
119799,544,2025-03-02,170287.81
31041,143,2024-08-14,179977.38
143408,644,2025-01-21,67292.23
175467,781,2024-10-15,0.0
89488,408,2024-10-07,425549.12
23731,114,2025-01-18,13154.35
132021,595,2024-10-15,422043.68
119465,544,2024-04-02,190640.3
160380,715,2024-09-12,312495.05
165190,733,2025-03-04,407420.36
115920,529,2025-01-10,258018.07
66953,305,2025-01-18,282940.84
165109,733,2024-12-13,419339.36
5589,31,2025-01-21,401983.14
138268,622,2025-02-15,120074.43
69337,319,2024-07-30,184010.7
55729,260,2025-03-02,264005.74
15627,77,2024-12-23,25554.73
101270,462,2024-09-28,461397.17
117602,536,2024-05-28,179058.7
147671,664,2025-01-15,41076.85
54736,255,2024-10-30,487280.55
144164,649,2024-12-22,262087.68
40017,184,2024-12-31,447280.25
152555,683,2024-09-10,224519.62
148792,668,2024-09-13,339928.11
36811,169,2024-09-24,270102.23
111660,511,2024-06-23,330472.6
84809,389,2024-05-18,124466.75
38838,179,2024-08-17,374362.52
149381,672,2025-03-24,219181.21
75414,348,2024-06-22,361551.41
68663,315,2025-01-01,9904.62
69662,320,2024-09-13,521847.17
124756,568,2025-01-03,157529.57
10842,55,2024-11-04,269530.34
40013,184,2024-12-27,450576.16
57778,267,2025-02-03,177069.23
104752,478,2024-06-07,385775.13
21928,107,2024-03-01,13324.48
139914,630,2024-08-02,69699.85
110063,505,2024-12-02,86821.55
20964,102,2025-03-01,106742.91
33736,153,2025-03-05,351340.52
127607,580,2024-09-03,415822.93
68857,317,2024-10-30,262219.73
49830,231,2024-12-22,332621.74
59295,273,2025-03-20,26635.45
47960,223,2025-02-04,46707.99
65316,299,2024-12-06,139282.77
25677,123,2024-09-04,33247.92
157101,699,2025-01-22,7945.64
60627,279,2024-11-18,334885.16
178264,792,2024-07-14,395167.56
46144,213,2024-08-31,451134.39
172496,769,2025-03-05,260883.82
143558,645,2024-10-06,234972.74
8034,44,2024-08-11,159064.26
128395,583,2024-09-08,27103.02
95501,437,2024-11-04,347743.0
101058,460,2025-02-27,491933.13
142599,640,2024-11-25,420725.62
164336,730,2025-03-05,269212.67
120807,549,2025-03-30,449257.96
47947,223,2025-01-22,57907.24
179619,799,2024-11-02,453580.95
72477,332,2025-01-29,243886.06
100412,459,2024-07-13,197243.37
62172,285,2025-03-02,83502.74
20819,102,2024-10-07,108083.93
77530,354,2025-02-07,180784.03
63043,289,2025-01-10,116118.82
65653,300,2024-10-09,36612.6
79646,367,2024-07-15,53175.72
86527,395,2024-09-15,173460.81
104270,475,2024-09-19,120119.96
